"","X","series","treespec","categ","elev","corS90","corS20","size","age","cordif","site_code","qup","species"
"25",31,"P000258PCAB","PCAB","extreme",1100,-0.239030955592954,-0.393045388236748,187274.407577855,162.794117647059,-0.154014432643794,"P000258PCAB",FALSE,"PCAB"
"26",32,"P810103FASY","FASY","moderate",1020.25,-0.0689143852078964,-0.172457697145133,204139.242317794,248.032258064516,-0.103543311937237,"P810103FASY",FALSE,"FASY"
"27",33,"P800042PISY","PISY","rich",200,0.405793866034073,0.31504305179945,131741.90585,85.1,-0.090750814234623,"P800042PISY",FALSE,"PISY"
"28",34,"C004246PCAB","PCAB","moist",1181,-0.142274392115762,-0.204900742208299,164146.211882716,112.027777777778,-0.062626350092537,"C004246PCAB",FALSE,"PCAB"
"29",35,"C004064PCAB","PCAB","acid",512,0.297126749915568,0.493681249354014,80399.8905696,68.04,0.196554499438446,"C004064PCAB",FALSE,"PCAB"
"30",36,"T005004QURO","QURO","moist",155,0.377192814938524,0.242315249307502,348039.984489796,139.821428571429,-0.134877565631022,"T005004QURO",TRUE,"QUSP"
"31",37,"V002400ABAL","ABAL","moderate",441,0.119140673254771,0.303105889818885,94852.3601447368,91.5,0.183965216564114,"V002400ABAL",FALSE,"ABAL"
"32",38,"P000221PISY","PISY","extreme",420,0.354547398356119,0.316734393682468,57165.2282352941,151.529411764706,-0.037813004673651,"P000221PISY",FALSE,"PISY"
"33",39,"P000017QURO","QURO","moderate",277,-0.634482886501941,-0.084315083366174,189971.481538644,130.551724137931,0.550167803135767,"P000017QURO",TRUE,"QUSP"
"34",40,"P800018FASY","FASY","moderate",870.923,-0.215785534338209,-0.312623721685735,118927.99969898,174.071428571429,-0.096838187347526,"P800018FASY",FALSE,"FASY"
"35",41,"V002346PCAB","PCAB","moderate",435,0.596632413929071,0.616100199689691,74207.0718229167,67.0833333333333,0.01946778576062,"V002346PCAB",FALSE,"PCAB"
"36",42,"V002298PCAB","PCAB","moist",500,0.0682090725931379,0.0346509487984399,80808.7993628809,85.5789473684211,-0.033558123794698,"V002298PCAB",FALSE,"PCAB"
"37",43,"C004030PISY","PISY","acid",541,0.428001662549644,0.350836767519456,37214.9193289225,55.4347826086956,-0.077164895030188,"C004030PISY",FALSE,"PISY"
"38",44,"C004223PCAB","PCAB","acid",948,0.106148741711925,-0.103336344005128,448038606.630595,59.8181818181818,-0.209485085717053,"C004223PCAB",FALSE,"PCAB"
"39",45,"P000233PCAB","PCAB","extreme",1380,-0.576960070060797,-0.118474305978561,20529.6612306173,46.2888888888889,0.458485764082236,"P000233PCAB",FALSE,"PCAB"
"40",46,"P000214PCAB","PCAB","moist",1100,-0.292632377846275,-0.323136018122328,214659.576,132,-0.030503640276053,"P000214PCAB",FALSE,"PCAB"
"41",47,"V002425PCAB","PCAB","moderate",710,0.0808515045328659,0.170149432698363,303225.483913223,167.409090909091,0.0892979281654971,"V002425PCAB",FALSE,"PCAB"
"42",48,"P000256PISY","PISY","extreme",420,0.538741868548903,0.515731217103691,47638.0047407407,139.333333333333,-0.0230106514452121,"P000256PISY",FALSE,"PISY"
"43",49,"C004244PCAB","PCAB","extreme",1157,-0.351383821715209,-0.390501049235522,95655.1214435286,159.641791044776,-0.039117227520313,"C004244PCAB",FALSE,"PCAB"
"44",50,"T005024PCAB","PCAB","acid",923,0.0484776694587435,0.262489469515547,64186.573125,101,0.214011800056804,"T005024PCAB",FALSE,"PCAB"
"45",51,"P810805FASY","FASY","rich",930.54,-0.248349766777859,-0.288236961843015,277287.54474449,232.485714285714,-0.039887195065156,"P810805FASY",FALSE,"FASY"
"46",52,"P000840FASY","FASY","acid",806,0.0717393496402115,-0.052770933709319,160603.171877219,115.423076923077,-0.124510283349531,"P000840FASY",FALSE,"FASY"
"47",54,"M003804QURO","QURO","moist",165,0.310231860564739,0.34603287457652,363224.190195,138.55,0.035801014011781,"M003804QURO",TRUE,"QUSP"
"48",56,"V002422PCAB","PCAB","rich",640,-0.00737269895877584,0.208982659890102,96654.914955,108.7,0.216355358848878,"V002422PCAB",FALSE,"PCAB"
"49",59,"C004270PCAB","PCAB","acid",1257,-0.280999989558568,-0.254609127725122,243231.69208,193.2,0.026390861833446,"C004270PCAB",FALSE,"PCAB"
"50",61,"P810161PCAB","PCAB","acid",1223,-0.368891654361337,-0.141633755893405,92987.4545061111,110.883333333333,0.227257898467932,"P810161PCAB",FALSE,"PCAB"
"51",62,"C004261PCAB","PCAB","acid",1275,-0.220250941489267,-0.0789308821173009,139037.699029586,150.974358974359,0.141320059371966,"C004261PCAB",FALSE,"PCAB"
"52",63,"P000209PCAB","PCAB","acid",1250,-0.246688408225177,-0.219437645838854,232916.345475,181.5,0.027250762386323,"P000209PCAB",FALSE,"PCAB"
"53",65,"C004026QUPE","QUPE","acid",472,0.678629440112724,0.287003502874732,24035.7091904,53.92,-0.391625937237992,"C004026QUPE",TRUE,"QUSP"
"54",67,"P000018QURO","QURO","moist",252,-0.200931959092182,-0.248352195167281,211298.57066482,133.157894736842,-0.047420236075099,"P000018QURO",TRUE,"QUSP"
"55",69,"P000114PISY","PISY","extreme",360.620002,0.335457070947186,-0.0120648152756211,97725.9713436735,119.314285714286,-0.347521886222807,"P000114PISY",FALSE,"PISY"
"56",73,"P810213ABAL","ABAL","moderate",747.11,0.176697565902194,0.482370996093338,527422.70109375,249.375,0.305673430191144,"P810213ABAL",FALSE,"ABAL"
"57",74,"V002352PCAB","PCAB","moist",380,0.15908818480424,0.489478742756011,259629.15935,113.3,0.330390557951771,"V002352PCAB",FALSE,"PCAB"
"58",75,"M000014PCAB","PCAB","acid",910,-0.304866336749176,-0.232870890487874,116116.1880625,114.25,0.071995446261302,"M000014PCAB",FALSE,"PCAB"
"59",76,"C004016PISY","PISY","acid",214,0.230292215107757,0.0759417956339149,49694.9114782609,68,-0.154350419473842,"C004016PISY",FALSE,"PISY"
"60",77,"P800023FASY","FASY","acid",772.221,-0.524689996049337,0.000932497329707336,106400.242925926,100.666666666667,0.525622493379044,"P800023FASY",FALSE,"FASY"
"61",78,"C004083FASY","FASY","moderate",403,0.713707059377111,0.445869481542888,144612.64584573,87.8484848484848,-0.267837577834223,"C004083FASY",FALSE,"FASY"
"62",79,"C004070PISY","PISY","acid",267,0.19380879080201,0.0660508087630029,51814.47666,70.6,-0.127757982039007,"C004070PISY",FALSE,"PISY"
"63",81,"C004264PCAB","PCAB","acid",1309,-0.408020452066536,-0.453326472552768,77859.7637435897,175.666666666667,-0.045306020486232,"C004264PCAB",FALSE,"PCAB"
"64",82,"P810173PCAB","PCAB","acid",1123,-0.211966813931177,0.0585784878749992,229765.989027778,140.166666666667,0.270545301806176,"P810173PCAB",FALSE,"PCAB"
"65",83,"V002369PCAB","PCAB","moderate",420,0.100302442248497,0.229903689173453,173685.93576,91.2,0.129601246924956,"V002369PCAB",FALSE,"PCAB"
"66",84,"P000834FASY","FASY","acid",526,0.0178893172544945,-0.170635134866441,170223.815963719,104.952380952381,-0.188524452120935,"P000834FASY",FALSE,"FASY"
"67",85,"M000059QUPE","QUPE","moderate",474,0.293248967318043,0.099961002721936,232797.886444444,144.222222222222,-0.193287964596107,"M000059QUPE",TRUE,"QUSP"
"68",87,"T005007PCAB","PCAB","extreme",1097,-0.2217839613001,-0.39027952050403,98633.23796875,70.9375,-0.16849555920393,"T005007PCAB",FALSE,"PCAB"
"69",88,"P810153PCAB","PCAB","rich",992,-0.117901546856981,-0.0575476820966536,221348.761774078,122.804597701149,0.0603538647603274,"P810153PCAB",FALSE,"PCAB"
"70",89,"P800058PCAB","PCAB","moderate",540,0.101455936331776,0.428811869452757,131877.435418367,117.071428571429,0.327355933120981,"P800058PCAB",FALSE,"PCAB"
"71",90,"P000820PISY","PISY","rich",580,0.335166308663967,0.282755999976592,61752.3489026063,125.740740740741,-0.052410308687375,"P000820PISY",FALSE,"PISY"
"72",91,"V002320FASY","FASY","acid",1020,-0.132189074401773,-0.0199028934040474,37195.47,90,0.112286180997726,"V002320FASY",FALSE,"FASY"
"73",92,"C004262PCAB","PCAB","acid",1156,-0.277852095845024,-0.141409516376147,306661.907126654,212.260869565217,0.136442579468877,"C004262PCAB",FALSE,"PCAB"
"74",93,"V002406ABAL","ABAL","acid",610,-0.158030494760668,0.350286666360857,103593.398106667,96.5666666666667,0.508317161121525,"V002406ABAL",FALSE,"ABAL"
"75",94,"P810004ABAL","ABAL","moist",778.71,-0.257693294339417,0.170338724761029,365457.201913223,262.681818181818,0.428032019100446,"P810004ABAL",FALSE,"ABAL"
"76",97,"P000231PCAB","PCAB","extreme",1390,-0.393765527717882,-0.162649802937483,17735.3932938856,49.3589743589744,0.231115724780399,"P000231PCAB",FALSE,"PCAB"
"77",98,"M000008PCAB","PCAB","acid",768,-0.0573175367584197,0.0577498184520684,105770.855197232,102.235294117647,0.115067355210488,"M000008PCAB",FALSE,"PCAB"
"78",99,"P800018PCAB","PCAB","moderate",870.923,0.0859375460543905,0.0082314523066969,296143.8298,182,-0.0777060937476936,"P800018PCAB",FALSE,"PCAB"
"79",101,"T005031QUPE","QUPE","rich",508,0.239595700569234,0.253769554755295,144028.037044321,105.434210526316,0.014173854186061,"T005031QUPE",TRUE,"QUSP"
"80",102,"P000206PCAB","PCAB","extreme",900,-0.0803999497815094,-0.0732916391529011,173072.8444725,89.95,0.0071083106286083,"P000206PCAB",FALSE,"PCAB"
"81",103,"P800020ABAL","ABAL","rich",700.869,-0.274828903567624,-0.0507694041163014,186483.193111111,157.666666666667,0.224059499451323,"P800020ABAL",FALSE,"ABAL"
"82",104,"C004028FASY","FASY","moderate",831,-0.369735570166086,-0.119592742727904,55131.518112426,72.2307692307692,0.250142827438182,"C004028FASY",FALSE,"FASY"
"83",105,"P800063ABAL","ABAL","acid",505,0.120248643144076,0.277087792472064,108910.092425625,78.825,0.156839149327988,"P800063ABAL",FALSE,"ABAL"
"84",106,"P810150PCAB","PCAB","moderate",1136,-0.37835385382426,-0.035198810710352,200745.846761707,162.387096774194,0.343155043113908,"P810150PCAB",FALSE,"PCAB"
"85",107,"V002303PCAB","PCAB","moderate",850,-0.00131275989194922,0.263735844310676,102354.722,68,0.265048604202625,"V002303PCAB",FALSE,"PCAB"
"86",108,"V002379PCAB","PCAB","moist",619,0.0908211794377717,0.424502606885173,89667.9572469136,64.6388888888889,0.333681427447401,"V002379PCAB",FALSE,"PCAB"
"87",109,"P810004FASY","FASY","moist",778.71,-0.276807536790222,0.0745237464379491,124474.427357855,158.02538071066,0.351331283228171,"P810004FASY",FALSE,"FASY"
"88",110,"P800028PCAB","PCAB","moderate",1050.28,-0.184386153062923,0.0463925763776723,158467.512244898,121.428571428571,0.230778729440595,"P800028PCAB",FALSE,"PCAB"
"89",111,"P800027ABAL","ABAL","acid",802,-0.134581937751512,0.100455987454262,86466.85776,116.7,0.235037925205774,"P800027ABAL",FALSE,"ABAL"
"91",113,"P810614FASY","FASY","rich",768.69,-0.374912544516075,-0.333608133876914,176163.880555556,148.333333333333,0.041304410639161,"P810614FASY",FALSE,"FASY"
"92",114,"V002305FASY","FASY","moderate",480,-0.196007263602884,0.00662717228655808,136358.360987654,101.777777777778,0.202634435889442,"V002305FASY",FALSE,"FASY"
"93",115,"P800031ABAL","ABAL","rich",672,-0.157781416853088,-0.00866328509343195,312461.332825485,145.789473684211,0.149118131759656,"P800031ABAL",FALSE,"ABAL"
"94",116,"P000229PCAB","PCAB","extreme",1430,-0.391007229666487,0.00260364006298863,7310.67230729167,49.3541666666667,0.393610869729476,"P000229PCAB",FALSE,"PCAB"
"95",117,"P811202PCAB","PCAB","extreme",1290,-0.214598773057256,-0.238982647854356,96853.0695768198,120.835597826087,-0.0243838747971,"P811202PCAB",FALSE,"PCAB"
"96",119,"M000081PISY","PISY","moderate",480,0.160978938914837,0.126421752042992,71008.606875,81.5,-0.034557186871845,"M000081PISY",FALSE,"PISY"
"97",120,"C004225PCAB","PCAB","rich",985,-0.0380301729700636,0.391505227064252,786363623.890854,81.4166666666667,0.429535400034316,"C004225PCAB",FALSE,"PCAB"
"98",121,"P800060PISY","PISY","acid",500,0.347232675951144,-0.0795800155041534,101529.77693875,84.85,-0.426812691455297,"P800060PISY",FALSE,"PISY"
"99",122,"P000144PISY","PISY","moderate",460,0.443801020747337,0.440376896000121,87462.6722965431,165.163265306122,-0.00342412474721604,"P000144PISY",FALSE,"PISY"
"100",123,"M000013PCAB","PCAB","acid",910,-0.334869638119613,-0.144949040636768,118221.905238754,102.235294117647,0.189920597482845,"M000013PCAB",FALSE,"PCAB"
"101",124,"P810301QURO","QURO","acid",434.61,0.0183600635795431,-0.123961973385122,49350.877,151,-0.142322036964665,"P810301QURO",TRUE,"QUSP"
"102",125,"P000013QURO","QURO","moist",160,-0.109666464977279,-0.0912776810723607,262009.651530864,146.777777777778,0.0183887839049183,"P000013QURO",TRUE,"QUSP"
"103",126,"T005016PCAB","PCAB","moist",855,-0.234237546834052,-0.00723516154878523,44163.65031,115.7,0.227002385285267,"T005016PCAB",FALSE,"PCAB"
"104",127,"V002280FASY","FASY","acid",790,-0.240362249125334,-0.0749112870666225,51505.3013611111,74.8333333333333,0.165450962058711,"V002280FASY",FALSE,"FASY"
"105",128,"V002210FASY","FASY","moderate",680,-0.0544285847970654,0.0579921828495185,41774.9084290657,49.1764705882353,0.112420767646584,"V002210FASY",FALSE,"FASY"
"106",129,"T005006PCAB","PCAB","extreme",1161,-0.212505473047518,-0.485708203127773,162773.809412305,99.2424242424242,-0.273202730080255,"T005006PCAB",FALSE,"PCAB"
"107",130,"C004025PISY","PISY","acid",500,0.416887589718511,0.426068603790814,37208.8416597222,83.8333333333333,0.00918101407230304,"C004025PISY",FALSE,"PISY"
"108",131,"T005017PCAB","PCAB","moist",862,-0.103466674766967,0.107250161207663,59605.3447407407,54.8888888888889,0.21071683597463,"T005017PCAB",FALSE,"PCAB"
"109",132,"C004248PCAB","PCAB","moist",1167,-0.121897957864433,-0.0115033203687513,93929.8940984316,90.7209302325581,0.110394637495682,"C004248PCAB",FALSE,"PCAB"
"110",133,"M003808QUPE","QUPE","acid",355,0.589824840265288,0.528774642422056,113002.896139942,89.1428571428571,-0.0610501978432321,"M003808QUPE",TRUE,"QUSP"
"111",134,"C004027FASY","FASY","moderate",537,0.647349524842819,0.646985656873912,106957.880555556,81.6666666666667,-0.000363867968907083,"C004027FASY",FALSE,"FASY"
"112",135,"P000255PISY","PISY","acid",390,0.368291945576157,0.243080249131205,95851.950625,111.5,-0.125211696444952,"P000255PISY",FALSE,"PISY"
"113",137,"M000038PCAB","PCAB","moderate",430,0.482302173093354,0.792409007668701,64586.6405153061,81.3571428571429,0.310106834575347,"M000038PCAB",FALSE,"PCAB"
"114",138,"P800021ABAL","ABAL","acid",991.01,-0.368888249663973,-0.0611654330943253,138408.84288,122.4,0.307722816569648,"P800021ABAL",FALSE,"ABAL"
"115",139,"V002302PCAB","PCAB","moderate",895,-0.174818940403134,0.264248230372172,105897.399138408,85.3529411764706,0.439067170775306,"V002302PCAB",FALSE,"PCAB"
"116",140,"P000848PISY","PISY","moderate",239,0.475740158847945,0.435216718453608,49324.2327552083,84.0416666666667,-0.040523440394337,"P000848PISY",FALSE,"PISY"
"117",144,"C004074PCAB","PCAB","acid",878,-0.198614199842826,0.0167446521217981,120910.520466942,120.863636363636,0.215358851964624,"C004074PCAB",FALSE,"PCAB"
"118",145,"P810164PCAB","PCAB","acid",1241,-0.20092349836247,0.0311231511467921,163091.376138889,123.5,0.232046649509262,"P810164PCAB",FALSE,"PCAB"
"119",146,"P800015PCAB","PCAB","moderate",1029.54,-0.211599361559341,-0.103769732039596,280285.858518519,157.777777777778,0.107829629519745,"P800015PCAB",FALSE,"PCAB"
"120",148,"P000204PCAB","PCAB","extreme",900,0.0279497883940333,-0.124727490812481,116255.325111111,94,-0.152677279206514,"P000204PCAB",FALSE,"PCAB"
"121",149,"P810305QURO","QURO","rich",434.61,0.0209147642513519,-0.112481541236224,92385.5757959184,176.285714285714,-0.133396305487576,"P810305QURO",TRUE,"QUSP"
"122",150,"P000147PISY","PISY","rich",470,0.0838034969107776,0.216152124649176,82503.1622823148,183.767441860465,0.132348627738398,"P000147PISY",FALSE,"PISY"
"123",151,"V002248FASY","FASY","acid",860,-0.34049748440023,-0.433473982038158,125227.211402222,134.633333333333,-0.092976497637928,"V002248FASY",FALSE,"FASY"
"124",152,"C004110FASY","FASY","extreme",685,-0.40414058735466,-0.135394039125436,318764.912666667,214,0.268746548229224,"C004110FASY",FALSE,"FASY"
"125",153,"C004243PCAB","PCAB","acid",1361,-0.324901381348587,-0.418267960563745,136244.31199707,165.21875,-0.093366579215158,"C004243PCAB",FALSE,"PCAB"
"127",155,"C004230PCAB","PCAB","moist",1168,-0.260504957273721,-0.38224704003865,112088.458808889,162.133333333333,-0.121742082764929,"C004230PCAB",FALSE,"PCAB"
"128",156,"V002256FASY","FASY","acid",1080,-0.367659840943149,-0.295611883438219,26021.8471211111,76.6333333333333,0.07204795750493,"V002256FASY",FALSE,"FASY"
"129",157,"P800012PCAB","PCAB","rich",968.09,-0.0270229899099866,0.0480610162930077,337378.869,154.5,0.0750840062029943,"P800012PCAB",FALSE,"PCAB"
"130",158,"P800067QUPE","QUPE","moderate",660,0.0672057507015567,0.16566696802819,77061.9095330579,103.090909090909,0.0984612173266333,"P800067QUPE",TRUE,"QUSP"
"131",160,"T005039QURO","QURO","moderate",303,0.569281065856652,0.598585771970783,57015.7325601469,100.575757575758,0.0293047061141311,"T005039QURO",TRUE,"QUSP"
"132",161,"C004222PCAB","PCAB","rich",936,0.199206421374335,0.240176790104375,1027637660.73649,77.4285714285714,0.04097036873004,"C004222PCAB",FALSE,"PCAB"
"133",162,"M000112FASY","FASY","acid",865,-0.452639882925774,-0.320446854535503,150321.247816406,159.9375,0.132193028390271,"M000112FASY",FALSE,"FASY"
"135",165,"V002414ABAL","ABAL","moderate",340,0.112708826240336,0.368216681808512,127982.978196429,98.3571428571429,0.255507855568176,"V002414ABAL",FALSE,"ABAL"
"136",166,"V002324FASY","FASY","moderate",555,0.169996082119891,0.273455186785735,29948.911640625,65.125,0.103459104665844,"V002324FASY",FALSE,"FASY"
"137",167,"V002387PCAB","PCAB","moist",501,0.462511615573136,0.543967051535961,95733.6072241379,74.5,0.081455435962825,"V002387PCAB",FALSE,"PCAB"
"138",170,"C004094FASY","FASY","extreme",575,-0.234221734434885,-0.383137955477633,132384.939272727,104.045454545455,-0.148916221042748,"C004094FASY",FALSE,"FASY"
"140",172,"V002219FASY","FASY","acid",970,-0.295611909469344,-0.487183944980862,69128.5892602041,132.428571428571,-0.191572035511518,"V002219FASY",FALSE,"FASY"
"141",173,"C004259PCAB","PCAB","acid",1293,-0.371770651006783,-0.37337211786844,139928.331736667,188.766666666667,-0.00160146686165696,"C004259PCAB",FALSE,"PCAB"
"142",174,"P811201PCAB","PCAB","extreme",1290,-0.155769942950885,-0.14095790321493,59811.8794404297,102.325892857143,0.014812039735955,"P811201PCAB",FALSE,"PCAB"
"143",175,"V002315PCAB","PCAB","moderate",550,0.360245588018035,0.514450778116034,158974.653222656,83.5625,0.154205190097999,"V002315PCAB",FALSE,"PCAB"
"144",176,"V002297FASY","FASY","acid",600,-0.390899323354329,-0.0735842195886503,57657.163875,76.5,0.317315103765679,"V002297FASY",FALSE,"FASY"
"145",177,"V002214FASY","FASY","rich",325,-0.0146402279437187,0.245797672084888,168269.910468889,138.866666666667,0.260437900028607,"V002214FASY",FALSE,"FASY"
"146",178,"P800026ABAL","ABAL","acid",951.413,-0.200994846646087,-0.426558255428283,161849.575375,131.5,-0.225563408782196,"P800026ABAL",FALSE,"ABAL"
"147",179,"V002338PCAB","PCAB","moderate",350,0.488266284441299,0.5534877345546,79432.879800554,69.8947368421053,0.065221450113301,"V002338PCAB",FALSE,"PCAB"
"148",182,"P800023ABAL","ABAL","acid",772.221,0.305450668955394,0.0252644037174201,94733.60525,128.5,-0.280186265237974,"P800023ABAL",FALSE,"ABAL"
"149",184,"P000818PCAB","PCAB","acid",771,-0.16985758423076,0.219734737780535,174621.58183432,94.4615384615385,0.389592322011295,"P000818PCAB",FALSE,"PCAB"
"151",186,"P810004PCAB","PCAB","moist",778.71,0.0407056989790581,0.223773197882495,251632.247253581,164.551181102362,0.183067498903437,"P810004PCAB",FALSE,"PCAB"
"152",187,"P810604FASY","FASY","rich",768.69,-0.0453728303843237,0.0932749371971716,16168.452,66,0.138647767581495,"P810604FASY",FALSE,"FASY"
"153",188,"M000110ABAL","ABAL","moderate",750,-0.256407570153074,-0.29962308685626,220212.261481481,142.666666666667,-0.043215516703186,"M000110ABAL",FALSE,"ABAL"
"154",189,"P000157PISY","PISY","extreme",940,-0.029580397793045,0.201187455470912,113372.5629568,275.36,0.230767853263957,"P000157PISY",FALSE,"PISY"
"155",190,"V002350PCAB","PCAB","rich",310,0.0042568008896256,0.182695171529171,107282.14574,68.95,0.178438370639545,"V002350PCAB",FALSE,"PCAB"
"156",191,"P810150FASY","FASY","moderate",1136,-0.327074822557775,-0.257260886329019,63124.99671875,123.875,0.069813936228756,"P810150FASY",FALSE,"FASY"
"157",192,"P000130PCAB","PCAB","acid",1151.50291,-0.205702893487289,0.0203447796772369,74999.32424,113.2,0.226047673164526,"P000130PCAB",FALSE,"PCAB"
"158",195,"V002381PCAB","PCAB","moderate",806,-0.255650974007335,0.126416790785895,77457.8169408284,76.4807692307692,0.38206776479323,"V002381PCAB",FALSE,"PCAB"
"159",196,"C004052PCAB","PCAB","acid",812,0.105187269814103,0.150376937406467,76040.2926111111,82.1666666666667,0.045189667592364,"C004052PCAB",FALSE,"PCAB"
"160",197,"P800006PCAB","PCAB","moderate",1067.71,-0.231401510340812,-0.0175522089777292,131853.931933884,134.727272727273,0.213849301363083,"P800006PCAB",FALSE,"PCAB"
"161",198,"P000815FASY","FASY","moderate",609,0.410783688501903,0.0371374134629613,180196.799979167,163.166666666667,-0.373646275038942,"P000815FASY",FALSE,"FASY"
"162",199,"P000134PCAB","PCAB","acid",1040.705303,-0.0824079778493237,0.0936001884302328,151057.395658284,94.4230769230769,0.176008166279557,"P000134PCAB",FALSE,"PCAB"
"163",200,"P800004FASY","FASY","moderate",1007.76,-0.263974115751677,-0.198987246816904,128463.716045,155.05,0.064986868934773,"P800004FASY",FALSE,"FASY"
"164",202,"V002336PCAB","PCAB","acid",540,0.108526067534539,0.489070454522117,90368.25584625,83.225,0.380544386987578,"V002336PCAB",FALSE,"PCAB"
"165",203,"C004073PCAB","PCAB","moist",648,0.0625785042665335,0.422460932419358,129183.9092064,80.76,0.359882428152825,"C004073PCAB",FALSE,"PCAB"
"166",205,"P000006PCAB","PCAB","acid",850,-0.0547327646607043,0.201289551705233,96403.091456,102.4,0.256022316365937,"P000006PCAB",FALSE,"PCAB"
"167",206,"P000009PCAB","PCAB","acid",1200,-0.0468394203479612,-0.305831597145426,47590.3667826087,104.652173913043,-0.258992176797465,"P000009PCAB",FALSE,"PCAB"
"168",207,"P800025PCAB","PCAB","acid",842.029,-0.154323559346697,-0.066883729690866,118094.47939645,106.423076923077,0.087439829655831,"P800025PCAB",FALSE,"PCAB"
"170",209,"P000828FASY","FASY","moderate",466,0.098455968434628,0.228847973616647,292408.217739669,151.954545454545,0.130392005182019,"P000828FASY",FALSE,"FASY"
"171",210,"M000046PCAB","PCAB","moderate",520,-0.131143484969746,0.407087198884879,120626.693085937,74.8125,0.538230683854625,"M000046PCAB",FALSE,"PCAB"
"172",211,"P810613FASY","FASY","moderate",768.69,-0.241933509697932,-0.13291527147186,116495.827002492,140.188679245283,0.109018238226072,"P810613FASY",FALSE,"FASY"
"173",212,"P800028ABAL","ABAL","moderate",1050.28,-0.11479316442857,-0.0896613555487003,130742.08368,124.8,0.0251318088798697,"P800028ABAL",FALSE,"ABAL"
"174",214,"P000847PISY","PISY","extreme",273,0.345920194109965,0.358906780096053,50466.3296803678,128.06976744186,0.012986585986088,"P000847PISY",FALSE,"PISY"
"175",216,"P810160PCAB","PCAB","acid",1261,-0.18566687886257,-0.111728370386301,167570.846413223,149.818181818182,0.073938508476269,"P810160PCAB",FALSE,"PCAB"
