"","site_code","series","grate20","center20","age20","numrows20","last20","grate","treespec","center","age","categ","elev","numrows01","last90","agedif","agedif1","d90","d20","ddif","spe01","species","LAT_geogr","LON_geogr","twimed","tea","ph","Pmeh","Ptot","N","Mg","K","Ca","C","CN","NPtot","NPmeh","PC1","PC2","PC3","corS90","corS20","cordif","cwb"
"11","C004076QURO","C004076QURO",1055.88955555556,1976.08333333333,85,18,2019,1445.19061538462,"QURO",1946.30769230769,93,"moist",259,13,1990,8,0.0898876404494382,42.8960818862016,36.6660651966649,-6.23001668953675,TRUE,"QUSP",50.3258595986,15.4611913917,5.10465621948,-1.78728108522226,2.2404445533497,-0.292797393539297,-1.40859319687049,-0.897151278362934,0.727499704286607,0.880164755437989,2.72968401210329,-1.52395306322921,-1.72790344423999,0.872915739157806,-0.370587325999646,3.34522944427805,2.52334309425921,-0.829827892741977,0.0454819619486747,0.248865802925318,0.203383840976643,-2.65715114471952
"12","C004077QUPE","C004077QUPE",272.142875,1952.5,134.5,8,2019,292.667076923077,"QUPE",1922.46153846154,135,"extreme",530,13,1990,0.5,0.00371057513914657,19.3037637723964,18.6145929385495,-0.689170833846969,TRUE,"QUSP",50.1986210106,13.3087763941,2.71108543873,-1.55796716567257,1.10167000657762,4.1381404266899,2.5675347086929,-1.0157143832888,1.10699372927493,1.2567931533943,1.29557882956303,-0.274571397092201,1.39718105813219,-2.21614044778398,-1.75205560557363,4.94817399089268,-2.13979596707855,-0.030971289933628,0.310448040149354,-0.155289862683338,-0.465737902832692,-4.85402236370503
"13","C004078QUSP","C004078QUSP",547.357,1977.57142857143,79,7,2019,410.3284,"QUsp",1944.4,84,"extreme",416,10,1990,5,0.0613496932515337,22.857085229921,26.3991775911213,3.54209236120024,TRUE,"QUSP",49.9162117282,14.1157868903,2.51198816299,-2.21019183403594,2.60351776913982,2.54095326186041,1.94090187438898,-1.08571124399877,1.41335311134009,0.96253885711192,2.52103333535276,-1.86861058236451,-2.21752763221989,-2.00890000539889,-1.56521292256989,6.54373681500459,-1.31187348139027,0.375296660177045,0.247872056123535,0.210693199208564,-0.037178856914971,-5.53485017398669
"14","C004079QUSP","C004079QUSP",666.554642857143,1967.25,107.5,14,2019,749.3943,"QUsp",1939.35,100,"moderate",433,10,1990,7.5,0.072289156626506,30.8894554396652,29.1321768842028,-1.75727855546239,TRUE,"QUSP",49.9178145138,14.1161516807,2.7653605938,-2.16044710730318,3.64513819540403,2.16229282097274,2.07621109931401,-1.30913648705872,1.55519799066228,1.17214012942266,4.34565105821236,-1.8516017946608,-1.79331180884682,-2.1702779136113,-1.53033289505279,7.51756088137116,-0.956059516707573,-0.13688185987286,0.145904535924779,0.0860634487254274,-0.0598410871993516,-5.53485017398669
"15","C004080QUSP","C004080QUSP",636.660709677419,1963.37096774194,107,31,2019,666.173684210526,"QUsp",1936.97368421053,103,"moderate",442,19,1990,4,0.0380952380952381,29.1238506794466,28.471417108047,-0.652433571399605,TRUE,"QUSP",49.8915007053,14.1247546704,2.35331118107,-2.07688062161663,3.47355057687839,1.73965553363335,1.71609988490716,-1.25943435606739,1.62939552446634,1.26060778581648,4.50143179136884,-1.83013472247108,-1.82896624967108,-1.99959035656573,-1.4364942886603,7.25920632272193,-0.590621695964991,-0.304649567856171,0.372307324964369,0.117645226607178,-0.254662098357191,-4.75881982123648
"16","C004081QUSP","C004081QUSP",672.049846153846,1964.73076923077,108,26,2019,643.195764705882,"QUsp",1934.88235294118,106,"rich",418,17,1990,2,0.0186915887850467,28.6171676206722,29.2520160015716,0.634848380899449,TRUE,"QUSP",49.8996699923,14.1198198433,2.24629211426,-2.12997495909976,3.61492268902321,1.94714169015044,1.7953783999459,-0.970217323232385,1.68131632920419,1.24699412041905,4.66490580353104,-1.74270431171737,-2.11176368910057,-1.88996775176092,-1.43807993832882,7.39213920380051,-0.80569359314105,-0.586231550335074,0.423842185400983,0.0957308471858306,-0.328111338215152,-5.09474387357302
"17","C004082QUSP","C004082QUSP",528.276722222222,1960.27777777778,117.5,18,2019,482.8204375,"QUsp",1930.25,117,"moderate",355,16,1990,0.5,0.00426439232409382,24.7940733650462,25.9349727837984,1.1408994187522,TRUE,"QUSP",49.9510164652,14.1426430174,3.6467666626,-2.2940820374693,3.94260918494935,3.70887572331732,1.66046717111387,-1.00592595996526,2.13776922043196,1.43072598399882,4.34631977525067,-1.71204031687632,-1.98151181387248,-1.84724038311022,-1.70872718234389,8.23678029195083,-0.95635199488045,-1.05978456252553,0.418382054480256,0.286042683738322,-0.132339370741934,-6.38194779316937
"18","C004083FASY","C004083FASY",1737.57016666667,1983.58333333333,74,6,2019,1370.54035294118,"FASY",1954.67647058824,70,"moderate",403,17,1990,4,0.0555555555555556,41.7735104464525,47.03555089453,5.26204044807748,FALSE,"FASY",49.9626403338,14.1548744564,2.58241677284,-2.1115096999836,2.02593237514615,2.30787362708629,1.33624086414247,-1.35612750991046,0.933101582471374,0.88448463842117,1.51703592724795,-1.64529079063707,-1.19689219295351,-1.87765849227929,-1.56270790982541,5.42280970546576,-0.711952963768057,0.796404549591188,0.713707059377111,0.445869481542888,-0.267837577834223,-5.76556049089692
"19","C004093FASY","C004093FASY",1162.9642,1935.7,166,5,2019,1049.45111111111,"FASY",1904,173,"extreme",707,9,1990,7,0.0412979351032448,36.5541058560161,38.4802807753685,1.92617491935236,FALSE,"FASY",50.8609957992,15.1599843722,1.65962469578,-0.207681258266076,-0.154562424076106,-0.620161907455338,0.622788668731282,-0.960241074485543,-0.224895811525495,-0.28620133454828,0.20943352539157,-0.805962021039461,0.0429206766159595,-1.25731518467008,0.00704304401842402,0.6406753104447,-0.149382809388669,1.58884340237895,-0.38495430335908,-0.00579660371542288,0.379157699643657,39.2294988136556
"20","C004095FASY","C004095FASY",1051.77166666667,1969.33333333333,102,9,2019,849.327583333333,"FASY",1939.95833333333,102,"extreme",645,12,1990,0,0,32.8846083378574,36.5944979202055,3.7098895823481,FALSE,"FASY",50.8578653887,15.1778041442,1.61973553896,0.137147551225098,-0.0593392744557971,-0.912362293518599,0.540481201511408,-0.529819754109543,-0.154991283596701,-0.487351213545679,0.218909427601835,-0.554770550391064,-0.212220616770218,-0.941125453628781,0.735533109911491,-0.0257439320501694,-0.216010021867304,1.12894423320674,-0.138927440812997,-0.0547226518047169,0.0842047890082801,46.7420224386559
"21","C004096FASY","C004096FASY",698.516666666667,1980,79,3,2018,1311.79414285714,"FASY",1949.07142857143,83.5,"extreme",644,14,1990,4.5,0.0553846153846154,40.8684251866593,29.8224586956966,-11.0459664909627,FALSE,"FASY",50.8631251767,15.1859744358,1.65531080961,0.28739787979763,-0.120087944286183,-1.0496062741321,0.551570865084368,-0.543020167463743,-0.212343949886242,-0.363631471480953,0.156420318619704,-0.34586969505305,0.264559412564048,-0.957061590906086,1.08866300168803,-0.389157019837135,-0.164222206463568,0.991147480885538,-0.147459004289369,0.130638374112094,0.278097378401463,40.9929290361533
"22","C004097FASY","C004097FASY",715.217,1957.75,124,4,2019,980.9873,"FASY",1931,118.5,"extreme",777,10,1990,5.5,0.045360824742268,35.3416443200213,30.1768548305947,-5.16478948942656,FALSE,"FASY",50.8595850441,15.1921442121,2.17135906219,0.412991775397944,-0.127115139869566,-0.952433139042365,0.567632777821804,-0.166997596626548,-0.629987330711201,-0.36968511427188,-0.517856957765933,-0.723993410877028,-1.182385676095,-0.740630581240874,1.01083322290533,-0.51142140561509,-0.63299461919101,1.31594453583517,-0.278758454036169,-0.278692470143546,6.59838926230227e-05,48.2345078160773
"23","C004102FASY","C004102FASY",1106.473,1960,124,3,2019,855.546333333333,"FASY",1929.58333333333,120.5,"extreme",656,6,1990,3.5,0.0286298568507157,33.0047788047898,37.5340535884636,4.52927478367383,FALSE,"FASY",50.8720336472,15.2493348087,1.90022462606,0.180256352870098,-0.119534139464426,-0.886507773741704,0.6341261908396,-0.135337019129757,-0.510333835261893,-0.379414602818824,-0.0888387650998091,-0.822175686486629,-1.43219279294883,-0.770821998788362,0.860163749489518,-0.10334065582711,-0.65634022821728,1.25807526122445,-0.272607440189256,-0.131282026172806,0.14132541401645,51.0300281126709
"24","C004106FASY","C004106FASY",1051.0464,1931.5,170,5,2014,811.36,"FASY",1907.75,166.5,"extreme",597,4,1990,3.5,0.0208023774145617,32.1411828814102,36.5818785716568,4.44069569024665,FALSE,"FASY",50.8626266964,15.1217945602,1.73928070068,-0.0304529157638077,-0.139365681765256,-0.555122714927411,0.475261846081586,-0.678581629635612,-0.0168299241430405,-0.142140616550261,0.185774919226999,-0.453522379225288,0.288393081577404,-0.985582823530156,0.0208420287934682,0.386669261177327,-0.121949736901701,1.01764530335503,-0.363844074910582,-0.0029312752512138,0.360912799659368,37.2557163298856
"25","C004108FASY","C004108FASY",362.25,1986.57142857143,54,7,2014,427.7194,"FASY",1942.3,49,"extreme",611,5,1990,5,0.0970873786407767,23.336436191723,21.4762898350782,-1.86014635664487,FALSE,"FASY",50.8581965798,15.1273842844,3.64515781403,-0.0709193906848758,-0.109657012411345,-0.572742069160209,0.430856856957551,-0.512580152615008,-0.171574350033187,-0.308295722577155,0.269117686106666,-0.521493372068222,-0.171651161180647,-0.850416282133807,0.108794974360222,0.327411403926855,-0.178276564960711,1.04669691996421,-0.331457931667455,-0.438797812989759,-0.107339881322304,41.3282221245771
"26","C004230PCAB","C004230PCAB",699.728714285714,1929.92857142857,155,7,2008,764.172384615385,"PCAB",1910.15384615385,161,"moist",1168,13,1990,6,0.0379746835443038,31.1925391574141,29.848321051865,-1.34421810554913,FALSE,"PCAB",49.10707568,13.3223680058,3.40713250637,0.548086420329182,-0.91839418043484,0.0385503074368462,-0.436675601100275,2.10128358259607,-0.889540532154923,-0.981368141406631,-0.851134563104608,1.75805163263988,-0.0518927185732244,1.85758826119045,0.167654835168062,-3.00990247058663,-0.622436185647944,-1.36220411148886,-0.260504957273721,-0.38224704003865,-0.121742082764929,68.4923728737974
"27","C004237PCAB","C004237PCAB",526.13,1939.125,149,12,2013,851.060647058824,"PCAB",1917.17647058824,140,"acid",1255,17,1990,9,0.0622837370242214,32.9181419706994,25.8822240480115,-7.03591792268781,FALSE,"PCAB",49.1674697347,13.1888270906,2.05205965042,0.578895414981287,-0.930820251977274,0.318812867445543,-0.480791491554456,2.0334168110771,-0.816703366659502,-0.889452773238936,-0.811037747474091,1.40664335444448,-0.506469482006368,1.87320111174898,-0.125383525883562,-2.58790035056978,-0.645942983630483,-1.23080355992399,-0.274977456057922,-0.361114341139001,-0.086136885081079,61.3031576918756
"28","C004238PCAB","C004238PCAB",453.842892857143,1952.875,118.5,28,2013,475.507125,"PCAB",1927.46875,113.5,"extreme",1262,16,1990,5,0.0431034482758621,24.6055781349125,24.0385257094249,-0.567052425487688,FALSE,"PCAB",48.9923720486,13.8212608983,2.01079320908,0.56906453368449,-0.910143807590588,-0.616916073889229,0.5143871554124,0.720643076576602,-0.768440862649095,-0.383368019925581,-0.760957119168224,0.748092919923935,0.246637216772195,-0.157394537943099,0.655126410646092,-1.84029971812486,-0.98416131964261,0.242502931681272,-0.0265444216438484,-0.105223301644738,-0.0786788800008896,29.7117815304198
"29","C004240PCAB","C004240PCAB",404.27875,1942.27083333333,136.5,24,2012,301.693266666667,"PCAB",1921,129,"moist",1161,15,1990,7.5,0.0564971751412429,19.5991784904446,22.6879635841577,3.08878509371314,FALSE,"PCAB",48.9776004298,13.5637049635,5.6446428299,0.848045783890644,-1.0625447262855,-1.38500800374883,-0.899630363290561,0.418422498233479,-0.564819372075579,-0.734156639668694,-0.595886387606526,1.99807711016644,3.10094433773035,1.23735454152624,3.18089639444576,-4.3858895662026,1.26102659486948,-1.23976110818835,-0.255775506973406,-0.171609178420651,0.084166328552755,49.4959285072179
"30","C004241PCAB","C004241PCAB",952.33,1916,181,7,2006,587.449894736842,"PCAB",1898.07894736842,184,"acid",1268,19,1990,3,0.0164383561643836,27.3489384899927,34.8216055867267,7.47266709673398,FALSE,"PCAB",49.1657475631,13.1870492183,2.17594718933,0.578895414981287,-0.930820251977274,0.318812867445543,-0.480791491554456,2.0334168110771,-0.816703366659502,-0.889452773238936,-0.811037747474091,1.40664335444448,-0.506469482006368,1.87320111174898,-0.125383525883562,-2.58790035056978,-0.645942983630483,-1.23080355992399,-0.339853242462894,-0.44522683448638,-0.105373592023486,59.2720615285104
"31","C004242PCAB","C004242PCAB",634.981,1930.125,154,4,2006,805.924,"PCAB",1911.83333333333,144,"moist",1307,3,1990,10,0.0671140939597315,32.033331185674,28.433834060067,-3.59949712560701,FALSE,"PCAB",48.7762054932,13.8496101723,5.60889530182,0.557287881783559,-1.0056543821641,-1.01332352095134,0.471760748463576,1.2686964083526,-0.750240394119864,-0.701311980559678,-0.815757528190265,1.15444576503882,0.12538306162081,0.217547743058316,1.92045273443243,-2.83804397546808,-1.00643841766452,-0.302855155572605,-0.378965436593187,-0.385084904503491,-0.00611946791030399,35.5536175416744
"32","C004243PCAB","C004243PCAB",1024.48188888889,1927.5,160,9,2007,579.1273,"PCAB",1908.5,163,"acid",1361,10,1990,3,0.0185758513931889,27.1545167475994,36.1166284943407,8.96211174674132,FALSE,"PCAB",48.7714834187,13.8442210352,2.31425333023,0.508392114064928,-0.964288037607081,-0.570430131888326,0.50501013249217,1.29492431824599,-0.694223107275167,-0.692939805732542,-0.814688566724748,1.28771723691254,0.31189972306425,0.202626479180192,0.78759267248456,-2.37167235979949,-1.18206397533721,-0.304670909010318,-0.324901381348587,-0.418267960563745,-0.093366579215158,36.4080932493051
"33","C004246PCAB","C004246PCAB",1720.39963157895,1947.13157894737,117,19,2006,1638.53266666667,"PCAB",1926.08333333333,108,"moist",1181,12,1990,9,0.08,45.6754265063855,46.8025730454425,1.12714653905698,FALSE,"PCAB",48.8490068136,14.0171971605,2.97315311432,0.184783601303743,-0.399529297998112,0.623823499827312,1.74838119958063,0.926490567086557,-0.337454526028306,0.402525408173636,-0.478137651702618,0.135727484715854,-1.15079707883698,-0.922438806211269,-0.604855100321309,0.471774341895097,-2.53004445355109,0.317382069598379,-0.142274392115762,-0.204900742208299,-0.062626350092537,25.3162765265033
"34","C004248PCAB","C004248PCAB",1112.11957894737,1954.68421052632,105,19,2007,1018.77783333333,"PCAB",1943.04166666667,91,"moist",1167,12,1990,14,0.142857142857143,36.0159440345456,37.6297040433474,1.61376000880175,FALSE,"PCAB",48.8478398788,14.0285304169,3.23670113087,0.541039372568917,-0.877594905987126,-0.669868304786932,0.711374578644923,0.885000444752504,-0.53421812546847,-0.227794165395552,-0.66815335389819,1.8624672596653,1.96914807310706,-0.224237617422278,0.823314056972589,-2.38054895968854,-1.0406099225511,-0.571655308855701,-0.121897957864433,-0.0115033203687513,0.110394637495682,25.3162765265033
"35","C004249PCAB","C004249PCAB",1317.94036363636,1920.22727272727,175,11,2007,1158.397,"PCAB",1906.72222222222,163,"acid",1255,9,1990,12,0.0710059171597633,38.4046464493879,40.9640548357258,2.55940838633789,FALSE,"PCAB",48.7457318307,13.9151084016,2.67309093475,0.647544261822489,-0.894285001925749,-0.597105920527875,0.87293658623273,0.535307867824451,-0.818340990322115,-0.824952351556783,-0.788502584697183,0.936975019617854,0.897400767475506,-0.553833153828567,0.547512834563682,-1.94527878135853,-1.23842587250784,0.600505121194682,-0.279807862188505,-0.150756771587541,0.129051090600964,33.2464631398787
"36","C004251PCAB","C004251PCAB",655.046272727273,1926.95454545455,160,11,2006,582.286416666667,"PCAB",1906.375,172,"extreme",1323,12,1990,12,0.072289156626506,27.2284794298559,28.8795917226626,1.65111229280669,FALSE,"PCAB",49.1708865318,13.1829383969,2.41065955162,0.719291955348984,-0.910980928733984,0.851475342564244,-0.39101922583815,2.05224948134584,-0.649603679993548,-0.825368556992267,-0.799678176654783,1.67944684661489,-0.10886790682226,1.75429934017776,-0.504965465449559,-2.37975716992319,-0.876679589161638,-1.44265186536155,-0.270948790224593,-0.487643039615479,-0.216694249390886,59.2720615285104
"37","C004252PCAB","C004252PCAB",517.1095,1925.08333333333,160.5,6,2006,667.217666666667,"PCAB",1905.29166666667,168.5,"acid",1243,12,1990,8,0.0486322188449848,29.1466622127795,25.6593893995587,-3.48727281322082,FALSE,"PCAB",49.1788037949,13.1562999819,2.3153526783,0.740345572975604,-0.869746596338651,0.160213860219625,-0.258092180096764,1.49627023710325,-0.670036419668561,-0.861136024035531,-0.827791342966705,0.89079298067321,-0.632081111070984,1.17062771528121,-0.118588193598833,-2.08583539615451,-0.731448618888528,-0.542872031178987,-0.184767961977042,-0.332603276731095,-0.147835314754053,52.9197692690041
"38","C004253PCAB","C004253PCAB",618.9983125,1943.0625,126.5,16,2008,549.937916666667,"PCAB",1926.54166666667,123,"acid",1199,12,1990,3.5,0.0280561122244489,26.4613435533652,28.0737088678942,1.61236531452897,FALSE,"PCAB",49.1983940934,13.2486398182,2.61988687515,1.15026788686681,-0.964825141797522,-0.314754768435697,-0.163683631510117,1.56897146582068,-0.88581176456495,-0.806593074282625,-0.812071345184046,1.42532819587609,0.144275897352677,1.10231585793025,0.457980102467114,-2.91162165542286,-0.782417181873271,-0.754192945504384,-0.28139645566943,-0.0477361314211607,0.233660324248269,59.9905173589512
"39","C004255PCAB","C004255PCAB",526.7518125,1927.75,160,16,2007,481.1470625,"PCAB",1910.75,156.5,"acid",1265,16,1990,3.5,0.0221169036334913,24.7510700133978,25.8975141265697,1.14644411317189,FALSE,"PCAB",49.1281340899,13.2925469896,2.41437530518,0.779485074173403,-0.957500857684361,-0.287119373593994,-0.603895955084144,2.22912355962953,-0.913036886778655,-0.931907941079565,-0.842711887311175,1.89333029942304,-0.0117361216144818,2.21461200101432,0.630682774038771,-3.53602501538934,-0.40699575685932,-1.66520480285198,-0.37263260026362,-0.387527483915782,-0.014894883652162,65.5807647394344
"40","C004256PCAB","C004256PCAB",1091.44775,1920.5,174.5,4,2006,638.124125,"PCAB",1904.0625,171,"acid",1301,8,1990,3.5,0.020260492040521,28.5041202354935,37.2783373598143,8.77421712432079,FALSE,"PCAB",49.1761368841,13.1672720394,2.7529258728,0.906560709483197,-0.90093581703268,0.103392905871787,-0.301131137206504,1.59388639539743,-0.701806584474325,-0.918790002785077,-0.818428254678546,1.16636918760871,-0.312192851420479,1.29670935308883,-0.0381964226420399,-2.42316049569688,-0.710457445456503,-0.74296734254513,-0.314116503051923,-0.451125132866685,-0.137008629814762,55.3042848995665
"41","C004258PCAB","C004258PCAB",955.0065,1922.5625,170,8,2006,1322.0489,"PCAB",1906.4,166.5,"acid",1226,10,1990,3.5,0.0208023774145617,41.0278556538544,34.8705038862223,-6.15735176763214,FALSE,"PCAB",48.7514543018,13.9036365134,2.49910569191,0.579412547054059,-0.818042110733152,-0.526930327431292,0.760932819468938,0.762963025233377,-0.740359137684151,-0.721068182282931,-0.775563692032425,0.805328718341134,0.283255420698285,-0.335967722422688,0.511714878114989,-1.78655341919294,-1.26642387479066,0.403281371174524,-0.337486943259448,-0.248435373614944,0.089051569644504,32.9178164199066
"42","C004260PCAB","C004260PCAB",1023.41333333333,1922.33333333333,168,3,2006,946.592769230769,"PCAB",1903.96153846154,173,"acid",1328,13,1990,5,0.0293255131964809,34.7165572392324,36.0977883894449,1.38123115021246,FALSE,"PCAB",48.9935354084,13.8151869724,2.54762434959,0.58706697069195,-0.937458746641422,-0.492064116817748,0.535795370304071,1.1689614400786,-0.585735809424272,-0.25347550465476,-0.69460885852766,1.07839917027191,0.142642598924007,0.0974161273558076,0.600545219685184,-1.94291368916167,-1.20069323517256,-0.33519729520886,-0.284645888254753,-0.310618944830816,-0.025973056576063,29.7117815304198
"43","C004261PCAB","C004261PCAB",1002.096,1940.78571428571,133,7,2009,1026.09035714286,"PCAB",1920.39285714286,134.5,"acid",1275,14,1990,1.5,0.011214953271028,36.1449694865776,35.7198579899311,-0.425111496646515,FALSE,"PCAB",48.9776198677,13.7982351305,2.70727562904,0.667796417107724,-0.911855885221501,-0.783140187798799,0.671778342673296,1.10854000699975,-0.75221063239867,-0.151404464274699,-0.72790293382425,0.847013943842873,-0.166346428863022,-0.0586076971353509,1.16922298307778,-2.05623674724465,-1.27946962113078,-0.123369589550896,-0.220250941489267,-0.0789308821173009,0.141320059371966,31.6424231272841
"44","C004263PCAB","C004263PCAB",724.34325,1929.25,156,4,2007,979.359,"PCAB",1911.9,151,"acid",1353,5,1990,5,0.0325732899022801,35.3123010761435,30.3687745861095,-4.943526490034,FALSE,"PCAB",48.7712330772,13.8586376664,1.15523022413,0.455857715786083,-0.876806004408995,-0.350890306004312,0.767218078499607,1.02258826811252,-0.806902765218207,-0.626804498979841,-0.818517137956266,1.01386891025321,0.250828357121156,-0.189143405296814,0.329989725998387,-1.82378561543677,-1.41487685680875,0.165017779117188,-0.341629231881285,-0.329990530679958,0.011638701201327,35.4685504378154
"45","C004264PCAB","C004264PCAB",528.389764705882,1924.14705882353,163,17,2006,461.7428,"PCAB",1904.66666666667,170,"acid",1309,15,1990,7,0.042042042042042,24.2468388136825,25.9377474630469,1.69090864936434,FALSE,"PCAB",49.1097448999,13.3080181741,2.24965453148,0.595028161058572,-0.666410427162089,0.272819754469529,-0.640558723323197,2.38446139025123,-0.764006691259842,-0.113605863185278,-0.688959646329311,1.63889524921238,-0.588419245380727,2.39533555835013,0.00308687736593364,-2.57721985207864,-0.515576353352166,-2.10183794794357,-0.408020452066536,-0.453326472552768,-0.045306020486232,67.4677130783233
